"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 01- 26","429.0000","421.0000","433.0000","416.0000","9.00M","1.66%"
"2024- 01- 25","422.0000","433.0000","437.0000","417.0000","11.19M","-2.09%"
"2024- 01- 24","431.0000","417.0000","440.0000","415.0000","31.32M","3.36%"
"2024- 01- 23","417.0000","419.0000","428.0000","392.0000","17.30M","-0.48%"
"2024- 01- 22","419.0000","448.0000","449.0000","417.0000","15.40M","-6.47%"
"2024- 01- 21","448.0000","455.0000","460.0000","448.0000","10.00M","-1.54%"
"2024- 01- 20","455.0000","455.0000","475.0000","447.0000","25.70M","0.00%"
"2024- 01- 19","455.0000","476.0000","477.0000","443.0000","30.33M","-4.61%"
"2024- 01- 18","477.0000","467.0000","502.0000","460.0000","146.09M","2.14%"
"2024- 01- 17","467.0000","479.0000","498.0000","461.0000","73.97M","-2.30%"
"2024- 01- 16","478.0000","435.0000","486.0000","433.0000","136.05M","9.89%"
"2024- 01- 15","435.0000","431.0000","439.0000","430.0000","7.49M","0.93%"
"2024- 01- 14","431.0000","440.0000","443.0000","430.0000","7.95M","-2.05%"
"2024- 01- 13","440.0000","437.0000","442.0000","423.0000","10.25M","0.23%"
"2024- 01- 12","439.0000","460.0000","464.0000","428.0000","23.53M","-4.57%"
"2024- 01- 11","460.0000","446.0000","463.0000","435.0000","22.40M","3.14%"
"2024- 01- 10","446.0000","419.0000","452.0000","402.0000","20.01M","6.19%"
"2024- 01- 09","420.0000","442.0000","443.0000","407.0000","17.79M","-4.98%"
"2024- 01- 08","442.0000","432.0000","445.0000","395.0000","23.52M","2.31%"
"2024- 01- 07","432.0000","461.0000","461.0000","421.0000","19.43M","-6.29%"
"2024- 01- 06","461.0000","451.0000","468.0000","446.0000","27.08M","2.22%"
"2024- 01- 05","451.0000","465.0000","467.0000","445.0000","14.89M","-3.22%"
"2024- 01- 04","466.0000","474.0000","479.0000","445.0000","23.41M","-1.69%"
"2024- 01- 03","474.0000","501.0000","506.0000","429.0000","55.60M","-5.39%"
"2024- 01- 02","501.0000","483.0000","504.0000","482.0000","30.70M","3.73%"
"2024- 01- 01","483.0000","479.0000","484.0000","476.0000","11.01M","0.84%"
"2023- 12- 31","479.0000","479.0000","484.0000","475.0000","8.02M","-0.21%"
"2023- 12- 30","480.0000","481.0000","489.0000","476.0000","11.39M","0.00%"
"2023- 12- 29","480.0000","485.0000","490.0000","470.0000","18.39M","-1.03%"
"2023- 12- 28","485.0000","500.0000","504.0000","483.0000","20.68M","-2.81%"
"2023- 12- 27","499.0000","488.0000","500.0000","476.0000","19.48M","2.25%"
"2023- 12- 26","488.0000","502.0000","506.0000","476.0000","34.24M","-2.79%"
"2023- 12- 25","502.0000","490.0000","508.0000","489.0000","30.11M","2.45%"
"2023- 12- 24","490.0000","496.0000","506.0000","488.0000","22.63M","-1.41%"
"2023- 12- 23","497.0000","501.0000","503.0000","490.0000","12.10M","-0.80%"
"2023- 12- 22","501.0000","511.0000","512.0000","488.0000","27.85M","-1.76%"
"2023- 12- 21","510.0000","505.0000","525.0000","501.0000","47.50M","0.99%"
"2023- 12- 20","505.0000","504.0000","516.0000","485.0000","44.83M","0.60%"
"2023- 12- 19","502.0000","481.0000","505.0000","469.0000","27.66M","4.37%"
"2023- 12- 18","481.0000","483.0000","486.0000","440.0000","35.53M","-0.41%"
"2023- 12- 17","483.0000","501.0000","510.0000","482.0000","24.52M","-3.59%"
"2023- 12- 16","501.0000","498.0000","513.0000","498.0000","19.76M","0.40%"
"2023- 12- 15","499.0000","524.0000","526.0000","496.0000","40.05M","-4.95%"
"2023- 12- 14","525.0000","534.0000","571.0000","507.0000","151.22M","-1.69%"
"2023- 12- 13","534.0000","482.0000","580.0000","475.0000","368.99M","10.79%"
"2023- 12- 12","482.0000","450.0000","506.0000","448.0000","159.01M","7.11%"
"2023- 12- 11","450.0000","474.0000","479.0000","441.0000","36.53M","-5.26%"
"2023- 12- 10","475.0000","477.0000","481.0000","467.0000","19.31M","-0.63%"
"2023- 12- 09","478.0000","479.0000","483.0000","476.0000","25.00M","-0.21%"
"2023- 12- 08","479.0000","475.0000","481.0000","467.0000","20.42M","0.84%"
"2023- 12- 07","475.0000","469.0000","483.0000","457.0000","30.06M","1.28%"
"2023- 12- 06","469.0000","482.0000","485.0000","460.0000","41.24M","-2.49%"
"2023- 12- 05","481.0000","479.0000","499.0000","474.0000","96.08M","0.42%"
"2023- 12- 04","479.0000","441.0000","520.0000","438.0000","355.67M","8.37%"
"2023- 12- 03","442.0000","448.0000","452.0000","433.0000","19.04M","-1.34%"
"2023- 12- 02","448.0000","439.0000","456.0000","438.0000","35.50M","2.05%"
"2023- 12- 01","439.0000","436.0000","442.0000","428.0000","15.83M","0.46%"
"2023- 11- 30","437.0000","458.0000","458.0000","425.0000","39.12M","-4.59%"
"2023- 11- 29","458.0000","476.0000","495.0000","446.0000","84.70M","-3.78%"
"2023- 11- 28","476.0000","488.0000","522.0000","469.0000","218.12M","-2.46%"
"2023- 11- 27","488.0000","444.0000","530.0000","440.0000","403.39M","10.16%"
"2023- 11- 26","443.0000","459.0000","462.0000","440.0000","26.32M","-3.70%"
"2023- 11- 25","460.0000","477.0000","482.0000","449.0000","42.96M","-3.36%"
"2023- 11- 24","476.0000","471.0000","495.0000","454.0000","156.32M","1.06%"
"2023- 11- 23","471.0000","464.0000","503.0000","440.0000","313.60M","1.51%"
"2023- 11- 22","464.0000","383.0000","477.0000","378.0000","171.09M","21.15%"
"2023- 11- 21","383.0000","422.0000","423.0000","382.0000","19.78M","-9.03%"
"2023- 11- 20","421.0000","424.0000","426.0000","418.0000","8.29M","-0.71%"
"2023- 11- 19","424.0000","422.0000","425.0000","413.0000","9.17M","0.47%"
"2023- 11- 18","422.0000","429.0000","436.0000","412.0000","16.47M","-1.63%"
"2023- 11- 17","429.0000","431.0000","433.0000","419.0000","14.15M","-0.23%"
"2023- 11- 16","430.0000","432.0000","440.0000","424.0000","21.03M","-0.46%"
"2023- 11- 15","432.0000","426.0000","434.0000","410.0000","16.34M","1.41%"
"2023- 11- 14","426.0000","440.0000","440.0000","414.0000","19.75M","-3.18%"
"2023- 11- 13","440.0000","441.0000","446.0000","431.0000","29.64M","-0.45%"
"2023- 11- 12","442.0000","426.0000","455.0000","424.0000","87.83M","3.76%"
"2023- 11- 11","426.0000","428.0000","429.0000","414.0000","20.08M","-0.47%"
"2023- 11- 10","428.0000","422.0000","429.0000","414.0000","21.30M","1.42%"
"2023- 11- 09","422.0000","423.0000","435.0000","405.0000","32.26M","-0.24%"
"2023- 11- 08","423.0000","417.0000","425.0000","412.0000","15.08M","1.20%"
"2023- 11- 07","418.0000","424.0000","424.0000","410.0000","13.34M","-1.42%"
"2023- 11- 06","424.0000","417.0000","431.0000","407.0000","24.98M","1.68%"
"2023- 11- 05","417.0000","417.0000","448.0000","407.0000","68.77M","0.00%"
"2023- 11- 04","417.0000","399.0000","417.0000","395.0000","22.89M","4.51%"
"2023- 11- 03","399.0000","404.0000","404.0000","385.0000","15.11M","-1.24%"
"2023- 11- 02","404.0000","402.0000","408.0000","392.0000","24.33M","0.50%"
"2023- 11- 01","402.0000","396.0000","403.0000","384.0000","18.31M","1.52%"
"2023- 10- 31","396.0000","400.0000","417.0000","378.0000","59.11M","-1.00%"
"2023- 10- 30","400.0000","397.0000","400.0000","389.0000","19.33M","0.76%"
"2023- 10- 29","397.0000","380.0000","407.0000","378.0000","63.63M","3.93%"
"2023- 10- 28","382.0000","376.0000","383.0000","371.0000","13.43M","1.60%"
"2023- 10- 27","376.0000","372.0000","387.0000","362.0000","30.54M","1.08%"
"2023- 10- 26","372.0000","372.0000","375.0000","361.0000","14.96M","0.00%"
"2023- 10- 25","372.0000","374.0000","377.0000","363.0000","13.13M","-0.53%"
"2023- 10- 24","374.0000","368.0000","378.0000","358.0000","30.11M","1.63%"
"2023- 10- 23","368.0000","356.0000","368.0000","354.0000","17.30M","3.66%"
"2023- 10- 22","355.0000","354.0000","357.0000","348.0000","10.20M","0.28%"
"2023- 10- 21","354.0000","349.0000","356.0000","345.0000","8.25M","1.43%"
"2023- 10- 20","349.0000","339.0000","350.0000","338.0000","11.04M","3.25%"
"2023- 10- 19","338.0000","346.0000","351.0000","333.0000","9.44M","-2.31%"
"2023- 10- 18","346.0000","354.0000","357.0000","343.0000","11.70M","-2.26%"
"2023- 10- 17","354.0000","351.0000","358.0000","347.0000","10.74M","0.57%"
"2023- 10- 16","352.0000","348.0000","358.0000","343.0000","24.18M","1.15%"
"2023- 10- 15","348.0000","336.0000","351.0000","333.0000","21.94M","3.57%"
"2023- 10- 14","336.0000","337.0000","338.0000","334.0000","3.95M","-0.30%"
"2023- 10- 13","337.0000","334.0000","337.0000","331.0000","4.43M","0.90%"
"2023- 10- 12","334.0000","332.0000","335.0000","328.0000","4.35M","0.60%"
"2023- 10- 11","332.0000","341.0000","342.0000","327.0000","9.35M","-2.64%"
"2023- 10- 10","341.0000","345.0000","346.0000","337.0000","9.98M","-1.16%"
"2023- 10- 09","345.0000","364.0000","364.0000","341.0000","30.32M","-5.22%"
"2023- 10- 08","364.0000","346.0000","387.0000","345.0000","89.70M","5.20%"
"2023- 10- 07","346.0000","350.0000","350.0000","346.0000","5.47M","-1.42%"
"2023- 10- 06","351.0000","345.0000","351.0000","343.0000","5.57M","1.74%"
"2023- 10- 05","345.0000","348.0000","348.0000","342.0000","6.26M","-0.58%"
"2023- 10- 04","347.0000","355.0000","355.0000","344.0000","11.76M","-2.25%"
"2023- 10- 03","355.0000","363.0000","364.0000","352.0000","15.76M","-2.20%"
"2023- 10- 02","363.0000","355.0000","364.0000","352.0000","18.69M","2.25%"
"2023- 10- 01","355.0000","348.0000","357.0000","347.0000","16.13M","2.01%"
"2023- 09- 30","348.0000","348.0000","350.0000","346.0000","5.35M","0.00%"
"2023- 09- 29","348.0000","348.0000","350.0000","344.0000","6.88M","0.00%"
"2023- 09- 28","348.0000","344.0000","351.0000","343.0000","8.36M","0.87%"
"2023- 09- 27","345.0000","346.0000","348.0000","342.0000","6.86M","-0.29%"
"2023- 09- 26","346.0000","352.0000","352.0000","343.0000","9.28M","-1.70%"
"2023- 09- 25","352.0000","353.0000","373.0000","342.0000","37.72M","-0.28%"
"2023- 09- 24","353.0000","350.0000","355.0000","343.0000","10.43M","0.86%"
"2023- 09- 23","350.0000","348.0000","351.0000","346.0000","5.30M","0.57%"
"2023- 09- 22","348.0000","344.0000","350.0000","340.0000","4.80M","1.46%"
"2023- 09- 21","343.0000","351.0000","356.0000","338.0000","10.99M","-2.28%"
"2023- 09- 20","351.0000","348.0000","353.0000","342.0000","9.80M","0.86%"
"2023- 09- 19","348.0000","346.0000","350.0000","340.0000","7.45M","0.58%"
"2023- 09- 18","346.0000","343.0000","349.0000","335.0000","7.63M","0.87%"
"2023- 09- 17","343.0000","359.0000","359.0000","341.0000","9.33M","-3.92%"
"2023- 09- 16","357.0000","346.0000","360.0000","345.0000","17.31M","3.18%"
"2023- 09- 15","346.0000","346.0000","348.0000","337.0000","8.52M","0.00%"
"2023- 09- 14","346.0000","341.0000","348.0000","337.0000","6.24M","1.47%"
"2023- 09- 13","341.0000","332.0000","342.0000","330.0000","6.15M","2.71%"
"2023- 09- 12","332.0000","329.0000","337.0000","324.0000","5.62M","0.61%"
"2023- 09- 11","330.0000","348.0000","349.0000","325.0000","9.41M","-5.44%"
"2023- 09- 10","349.0000","355.0000","356.0000","346.0000","4.18M","-1.69%"
"2023- 09- 09","355.0000","355.0000","357.0000","352.0000","2.47M","0.00%"
"2023- 09- 08","355.0000","357.0000","359.0000","351.0000","3.98M","-0.56%"
"2023- 09- 07","357.0000","350.0000","362.0000","349.0000","11.53M","2.00%"
"2023- 09- 06","350.0000","352.0000","354.0000","348.0000","3.05M","-0.57%"
"2023- 09- 05","352.0000","352.0000","354.0000","347.0000","4.21M","0.00%"
"2023- 09- 04","352.0000","360.0000","361.0000","348.0000","5.94M","-2.22%"
"2023- 09- 03","360.0000","352.0000","370.0000","351.0000","25.51M","2.27%"
"2023- 09- 02","352.0000","348.0000","360.0000","345.0000","7.13M","1.15%"
"2023- 09- 01","348.0000","353.0000","359.0000","343.0000","5.04M","-1.42%"
"2023- 08- 31","353.0000","365.0000","365.0000","353.0000","6.13M","-3.29%"
"2023- 08- 30","365.0000","372.0000","372.0000","362.0000","5.01M","-1.88%"
"2023- 08- 29","372.0000","361.0000","375.0000","354.0000","11.68M","3.05%"
"2023- 08- 28","361.0000","366.0000","368.0000","353.0000","6.55M","-1.10%"
"2023- 08- 27","365.0000","370.0000","370.0000","364.0000","3.86M","-1.35%"
"2023- 08- 26","370.0000","374.0000","374.0000","368.0000","4.34M","-1.07%"
"2023- 08- 25","374.0000","378.0000","391.0000","363.0000","19.73M","-1.32%"
"2023- 08- 24","379.0000","388.0000","403.0000","371.0000","59.07M","-2.32%"
"2023- 08- 23","388.0000","360.0000","393.0000","359.0000","74.55M","7.78%"
"2023- 08- 22","360.0000","364.0000","366.0000","356.0000","3.22M","-1.10%"
"2023- 08- 21","364.0000","371.0000","372.0000","358.0000","4.41M","-1.89%"
"2023- 08- 20","371.0000","371.0000","380.0000","364.0000","6.56M","0.00%"
"2023- 08- 19","371.0000","366.0000","375.0000","363.0000","5.08M","1.37%"
"2023- 08- 18","366.0000","363.0000","370.0000","351.0000","10.35M","0.83%"
"2023- 08- 17","363.0000","392.0000","403.0000","352.0000","14.66M","-7.40%"
"2023- 08- 16","392.0000","414.0000","414.0000","390.0000","15.59M","-5.31%"
"2023- 08- 15","414.0000","424.0000","433.0000","411.0000","16.31M","-2.36%"
"2023- 08- 14","424.0000","424.0000","426.0000","420.0000","4.35M","0.00%"
"2023- 08- 13","424.0000","427.0000","428.0000","424.0000","3.57M","-0.70%"
"2023- 08- 12","427.0000","426.0000","428.0000","423.0000","2.57M","0.23%"
"2023- 08- 11","426.0000","424.0000","427.0000","421.0000","4.01M","0.47%"
"2023- 08- 10","424.0000","425.0000","427.0000","419.0000","5.95M","-0.24%"
"2023- 08- 09","425.0000","428.0000","429.0000","424.0000","4.69M","-0.70%"
"2023- 08- 08","428.0000","425.0000","430.0000","422.0000","4.10M","0.71%"
"2023- 08- 07","425.0000","427.0000","434.0000","420.0000","11.52M","-0.47%"
"2023- 08- 06","427.0000","426.0000","430.0000","425.0000","4.28M","0.23%"
"2023- 08- 05","426.0000","431.0000","431.0000","423.0000","6.62M","-1.16%"
"2023- 08- 04","431.0000","435.0000","435.0000","428.0000","7.48M","-0.92%"
"2023- 08- 03","435.0000","433.0000","437.0000","429.0000","7.93M","0.46%"
"2023- 08- 02","433.0000","438.0000","439.0000","430.0000","10.06M","-1.14%"
"2023- 08- 01","438.0000","441.0000","441.0000","425.0000","11.94M","-0.68%"
"2023- 07- 31","441.0000","435.0000","447.0000","434.0000","12.97M","1.38%"
"2023- 07- 30","435.0000","448.0000","454.0000","430.0000","26.31M","-2.90%"
"2023- 07- 29","448.0000","437.0000","457.0000","433.0000","38.23M","2.52%"
"2023- 07- 28","437.0000","432.0000","439.0000","426.0000","8.74M","1.16%"
"2023- 07- 27","432.0000","430.0000","436.0000","427.0000","9.39M","0.47%"
"2023- 07- 26","430.0000","432.0000","433.0000","422.0000","8.09M","-0.46%"
"2023- 07- 25","432.0000","429.0000","435.0000","424.0000","10.69M","0.70%"
"2023- 07- 24","429.0000","448.0000","450.0000","424.0000","17.57M","-4.24%"
"2023- 07- 23","448.0000","443.0000","451.0000","441.0000","13.76M","1.13%"
"2023- 07- 22","443.0000","442.0000","444.0000","439.0000","6.35M","0.23%"
"2023- 07- 21","442.0000","438.0000","442.0000","436.0000","6.89M","0.91%"
"2023- 07- 20","438.0000","438.0000","442.0000","434.0000","10.70M","0.00%"
"2023- 07- 19","438.0000","436.0000","442.0000","432.0000","8.08M","0.46%"
"2023- 07- 18","436.0000","442.0000","443.0000","428.0000","12.36M","-1.36%"
"2023- 07- 17","442.0000","442.0000","444.0000","437.0000","10.65M","-0.23%"
"2023- 07- 16","443.0000","445.0000","446.0000","440.0000","10.00M","-0.45%"
"2023- 07- 15","445.0000","437.0000","448.0000","434.0000","20.78M","1.37%"
"2023- 07- 14","439.0000","441.0000","450.0000","432.0000","22.22M","-0.45%"
"2023- 07- 13","441.0000","451.0000","454.0000","426.0000","38.39M","-2.22%"
"2023- 07- 12","451.0000","459.0000","495.0000","447.0000","125.07M","-1.74%"
"2023- 07- 11","459.0000","443.0000","464.0000","440.0000","80.65M","3.85%"
"2023- 07- 10","442.0000","442.0000","447.0000","432.0000","17.90M","0.00%"
"2023- 07- 09","442.0000","443.0000","448.0000","440.0000","12.02M","-0.23%"
"2023- 07- 08","443.0000","445.0000","456.0000","440.0000","16.54M","-0.67%"
"2023- 07- 07","446.0000","437.0000","470.0000","434.0000","51.38M","2.06%"
"2023- 07- 06","437.0000","445.0000","454.0000","432.0000","15.72M","-1.80%"
"2023- 07- 05","445.0000","454.0000","458.0000","436.0000","19.70M","-2.20%"
"2023- 07- 04","455.0000","465.0000","465.0000","450.0000","16.57M","-2.15%"
"2023- 07- 03","465.0000","460.0000","467.0000","453.0000","24.99M","1.31%"
"2023- 07- 02","459.0000","446.0000","475.0000","442.0000","84.01M","2.68%"
"2023- 07- 01","447.0000","447.0000","449.0000","432.0000","23.01M","-0.22%"
"2023- 06- 30","448.0000","448.0000","460.0000","420.0000","43.86M","-0.22%"
"2023- 06- 29","449.0000","441.0000","457.0000","438.0000","20.87M","1.81%"
"2023- 06- 28","441.0000","455.0000","460.0000","436.0000","26.32M","-3.08%"
"2023- 06- 27","455.0000","443.0000","473.0000","439.0000","106.73M","2.94%"
"2023- 06- 26","442.0000","457.0000","457.0000","437.0000","22.70M","-3.28%"
"2023- 06- 25","457.0000","464.0000","471.0000","448.0000","29.99M","-1.51%"
"2023- 06- 24","464.0000","475.0000","507.0000","456.0000","99.65M","-2.32%"
"2023- 06- 23","475.0000","455.0000","482.0000","453.0000","79.50M","4.17%"
"2023- 06- 22","456.0000","449.0000","462.0000","434.0000","67.86M","1.56%"
"2023- 06- 21","449.0000","434.0000","471.0000","427.0000","125.31M","3.46%"
"2023- 06- 20","434.0000","438.0000","442.0000","417.0000","43.01M","-1.14%"
"2023- 06- 19","439.0000","430.0000","440.0000","420.0000","31.99M","1.62%"
"2023- 06- 18","432.0000","419.0000","432.0000","414.0000","20.38M","3.10%"
"2023- 06- 17","419.0000","416.0000","425.0000","408.0000","33.83M","0.96%"
"2023- 06- 16","415.0000","411.0000","416.0000","396.0000","22.21M","0.73%"
"2023- 06- 15","412.0000","416.0000","435.0000","393.0000","60.86M","-0.96%"
"2023- 06- 14","416.0000","398.0000","418.0000","379.0000","34.40M","4.52%"
"2023- 06- 13","398.0000","403.0000","408.0000","391.0000","17.19M","-1.24%"
"2023- 06- 12","403.0000","416.0000","416.0000","388.0000","19.01M","-3.13%"
"2023- 06- 11","416.0000","410.0000","425.0000","402.0000","29.91M","1.71%"
"2023- 06- 10","409.0000","450.0000","461.0000","391.0000","55.19M","-9.11%"
"2023- 06- 09","450.0000","454.0000","488.0000","439.0000","131.83M","-0.66%"
"2023- 06- 08","453.0000","420.0000","462.0000","420.0000","81.04M","7.86%"
"2023- 06- 07","420.0000","421.0000","457.0000","414.0000","72.34M","-0.24%"
"2023- 06- 06","421.0000","417.0000","423.0000","395.0000","14.21M","0.96%"
"2023- 06- 05","417.0000","441.0000","444.0000","404.0000","17.72M","-5.44%"
"2023- 06- 04","441.0000","439.0000","442.0000","437.0000","5.81M","0.23%"
"2023- 06- 03","440.0000","437.0000","444.0000","434.0000","10.14M","0.69%"
"2023- 06- 02","437.0000","437.0000","441.0000","433.0000","8.60M","0.00%"
"2023- 06- 01","437.0000","447.0000","452.0000","434.0000","18.54M","-2.24%"
"2023- 05- 31","447.0000","436.0000","454.0000","425.0000","54.66M","2.52%"
"2023- 05- 30","436.0000","445.0000","447.0000","434.0000","11.72M","-2.02%"
"2023- 05- 29","445.0000","449.0000","458.0000","443.0000","15.73M","-0.89%"
"2023- 05- 28","449.0000","443.0000","452.0000","436.0000","14.13M","1.35%"
